"id","cups"
"zcrm_464730000002893227",""
"zcrm_464730000002893261",""
"zcrm_464730000002893384",""
"zcrm_464730000002893440",""
"zcrm_464730000002893475",""
"zcrm_464730000002898281","ES0022000008259215GV"
"zcrm_464730000002898348","ES0021000011289678ZX"
"zcrm_464730000002899051",""
"zcrm_464730000002902009","ES0021000000462157QS"
"zcrm_464730000002906334","ES0021000002928835ZN"
"zcrm_464730000002907007","ES0021000001088998SZ0F"
"zcrm_464730000002916219","ES0021000010001170CP"
"zcrm_464730000002916268","ES0021000004388536EH0F"
"zcrm_464730000002916340",""
"zcrm_464730000002916374",""
"zcrm_464730000002916681","ES0022000008008421WS1P"
"zcrm_464730000002916722","ES0021000000439669GK"
"zcrm_464730000002920007","ES0022000005015636SJ"
"zcrm_464730000002920023",""
"zcrm_464730000002921027","varios"
"zcrm_464730000002926175","ES0031102653609001DC0F"
"zcrm_464730000002926211",""
"zcrm_464730000002926229",""
"zcrm_464730000002926259",""
"zcrm_464730000002926336","ES0021000003965147ZJ"
"zcrm_464730000002926370","ES0021000000983307CP"
"zcrm_464730000002926413","ES0021000010426194FS"
"zcrm_464730000002926487",""
"zcrm_464730000002936066","ES0243000000338083CZ0F"
"zcrm_464730000002936324","ES0031601114015021KE0F"
"zcrm_464730000002936538",""
"zcrm_464730000002936584",""
"zcrm_464730000002938033","ES0021000013282310WV"
"zcrm_464730000002940018","ES0022000008586255DC1P"
"zcrm_464730000002943005","ES0021000006814721PW"
"zcrm_464730000002943124",""
"zcrm_464730000002943164",""
"zcrm_464730000002943196",""
"zcrm_464730000002943224","ES 0031 4054 4387 3004 TE"
"zcrm_464730000002945111",""
"zcrm_464730000002945200",""
"zcrm_464730000002945226",""
"zcrm_464730000002945340",""
"zcrm_464730000002945356","ES0021000001246517XY"
"zcrm_464730000002946035","ES0021000008513565VC"
"zcrm_464730000002951067",""
"zcrm_464730000002953099",""
"zcrm_464730000002953135","ES0022000005339972HA1P"
"zcrm_464730000002953434",""
"zcrm_464730000002953474",""
"zcrm_464730000002953536",""
"zcrm_464730000002953616",""
"zcrm_464730000002953678","ES0031103397534001CW0F"
"zcrm_464730000002954029","ES0031102289230001MS0F"
"zcrm_464730000002954112",""
"zcrm_464730000002958120",""
"zcrm_464730000002961086",""
"zcrm_464730000002961134",""
"zcrm_464730000002961164",""
"zcrm_464730000002961194",""
"zcrm_464730000002961236","ES0033770551229001FN"
"zcrm_464730000002962068","ES0031102289206013CQ0F"
"zcrm_464730000002965013","ES0031104802636001FD"
"zcrm_464730000002965250","ES0021000004893164KA"
"zcrm_464730000002965465",""
"zcrm_464730000002969145","ES0031300691713009TR"
"zcrm_464730000002970095",""
"zcrm_464730000002973053","ES0031405833277001XN0F"
"zcrm_464730000002973119",""
"zcrm_464730000002973159",""
"zcrm_464730000002975379","ES0021000010249563XR"
"zcrm_464730000002975425",""
"zcrm_464730000002975487",""
"zcrm_464730000002975523","ES0031408054418019VA0F"
"zcrm_464730000002985009",""
"zcrm_464730000002985039","ES0022000004703112CJ"
"zcrm_464730000002985069",""
"zcrm_464730000002985099",""
"zcrm_464730000002985141",""
"zcrm_464730000002986025",""
"zcrm_464730000002986053",""
"zcrm_464730000002997021","ES0021000012761248DV"
"zcrm_464730000002997031","ES0021000012761297BC0F"
"zcrm_464730000002997043","ES0022000005628318LK1P"
"zcrm_464730000002997165",""
"zcrm_464730000002997205","ES0022000008628994MW1P"
"zcrm_464730000002997243",""
"zcrm_464730000003003174",""
"zcrm_464730000003003208",""
"zcrm_464730000003003248",""
"zcrm_464730000003003301",""
"zcrm_464730000003003390",""
"zcrm_464730000003003430",""
"zcrm_464730000003003536",""
"zcrm_464730000003003794","ES0031104059951001KM"
"zcrm_464730000003008007","ES0031405930716002AL"
"zcrm_464730000003008067",""
"zcrm_464730000003008105",""
"zcrm_464730000003008181","ES0031104350450001PN0F"
"zcrm_464730000003008277","ES0021000010510559HQ"
"zcrm_464730000003009017",""
"zcrm_464730000003013025","ES0031408304867001YF0F"
"zcrm_464730000003013170",""
"zcrm_464730000003016053","ES0021000006761182AF1P"
"zcrm_464730000003016097","ES0031104460189001BD0F"
"zcrm_464730000003029009","ES0315000010518313BKOF"
"zcrm_464730000003030007","ES0031102716568001NQ0F"
"zcrm_464730000003032206","ES0031101844790004TN0F"
"zcrm_464730000003034043",""
"zcrm_464730000003034079",""
"zcrm_464730000003034123","ES0021000004240521GP0P"
"zcrm_464730000003034151","ES0021000011778266MD"
"zcrm_464730000003034179",""
"zcrm_464730000003034215",""
"zcrm_464730000003036007","ES0031405746446001SS0F"
"zcrm_464730000003039007","ES0027700551533006VC0F"
"zcrm_464730000003041015",""
"zcrm_464730000003042021","ES0021000005593671WE"
"zcrm_464730000003042136","ES0021000004448161QG"
"zcrm_464730000003042241","ES0031104370914011QW"
"zcrm_464730000003045009","ES0021000019130810GM"
"zcrm_464730000003045162",""
"zcrm_464730000003045202","ES0031405435762013PG0F"
"zcrm_464730000003048285","ES0031102664566001WG0F"
"zcrm_464730000003053035","ES0031405053770001ML0F"
"zcrm_464730000003053078","ES0031102790407001HT0F"
"zcrm_464730000003053263",""
"zcrm_464730000003053309",""
"zcrm_464730000003055071",""
"zcrm_464730000003058195",""
"zcrm_464730000003058237","ES0021000002705037JG0F"
"zcrm_464730000003058276","ES0021000009191601BQ0F"
"zcrm_464730000003058346","ES0021000016427427HL0F"
"zcrm_464730000003062035",""
"zcrm_464730000003062120","ES0021000004202380WR1P"
"zcrm_464730000003062142","ES0022000008419587PX1P"
"zcrm_464730000003062223","ES0031102020562015MC0F"
"zcrm_464730000003062276",""
"zcrm_464730000003062300",""
"zcrm_464730000003071364",""
"zcrm_464730000003071412","ES0021000007211770KW"
"zcrm_464730000003073260",""
"zcrm_464730000003073365","ES0022000007938825NV1P"
"zcrm_464730000003074043",""
"zcrm_464730000003074059","ES0021000004312705ZH0F"
"zcrm_464730000003081629","ES0031406368834022JD0F"
"zcrm_464730000003085003","ES0021000000626319RA"
"zcrm_464730000003086246","ES0027700216086001XB0F"
"zcrm_464730000003086282",""
"zcrm_464730000003086332",""
"zcrm_464730000003086358",""
"zcrm_464730000003086392",""
"zcrm_464730000003090282","ES0031408510591001NR0F"
"zcrm_464730000003090462",""
"zcrm_464730000003090496",""
"zcrm_464730000003090559",""
"zcrm_464730000003090595",""
"zcrm_464730000003090629",""
"zcrm_464730000003090715",""
"zcrm_464730000003090775",""
"zcrm_464730000003090803","ES0021000010354096TE"
"zcrm_464730000003093015","ES0021000006683862EJ"
"zcrm_464730000003093052","ES00210000006761182AF1P"
"zcrm_464730000003093080","ES0021000009919644VVOF"
"zcrm_464730000003096001","ES0022000008350307DY1P"
"zcrm_464730000003096049","ES0021000001584831EJ"
"zcrm_464730000003096250","ES0021000016069115BR"
"zcrm_464730000003104213","ES0021000005330651KF"
"zcrm_464730000003107064",""
"zcrm_464730000003109486","ES0021000003115201KD"
"zcrm_464730000003109529","ES0022000007032772HA1P"
"zcrm_464730000003110189","ES0021000003394823BC0F"
"zcrm_464730000003111181","ES0021000005873592YX"
"zcrm_464730000003111216","ES0021000005881632BT"
"zcrm_464730000003112045","ES0031300695522001PD0F"
"zcrm_464730000003114069",""
"zcrm_464730000003114379","ES0031408265179001QW0F"
"zcrm_464730000003114545","ES0031405433395007LC0F"
"zcrm_464730000003122022","ES0022000007257916DT1P"
"zcrm_464730000003122049","ES0021000004229275KD"
"zcrm_464730000003122122","ES0031405014836001TM0F"
"zcrm_464730000003133238","ES0022000007035027GP"
"zcrm_464730000003137607","ES0021000001143681RA0AF"
"zcrm_464730000003138009",""
"zcrm_464730000003142105","ES003140550684001DN0F"
"zcrm_464730000003143580","ES0021000004281359PK0F"
"zcrm_464730000003145114","ES003110173593600LHOF"
"zcrm_464730000003145157",""
"zcrm_464730000003145191",""
"zcrm_464730000003145396","ES0021000011397151HG"
"zcrm_464730000003146281",""
"zcrm_464730000003146356","ES 0021 0000 1597 4047 VS"
"zcrm_464730000003146380",""
"zcrm_464730000003158007","ES0021000004932569DDOF"
"zcrm_464730000003169007","ES0021000000578637KT"
"zcrm_464730000003169052","ES0021000011962863GP"
"zcrm_464730000003176024","ES0031405509464001JX0F"
"zcrm_464730000003176066",""
"zcrm_464730000003176098","ES0031408163916001ME0F"
"zcrm_464730000003176122",""
"zcrm_464730000003176140",""
"zcrm_464730000003180009",""
"zcrm_464730000003180044",""
"zcrm_464730000003185121",""
"zcrm_464730000003185151","ES0021000001368375HX"
"zcrm_464730000003189134","ES0031103440169001FV"
"zcrm_464730000003195457",""
"zcrm_464730000003195537","ES0021000008816168HN0F"
"zcrm_464730000003195606","ES0031500268981001FX0F"
"zcrm_464730000003199021","ES02443648000000065CE0F"
"zcrm_464730000003204007","ES0031104223213001VR"
"zcrm_464730000003207001","ES0022000007466829FG1P"
"zcrm_464730000003210011","ES002100019782477RJ"
"zcrm_464730000003210045","ES0021000007640483FH"
"zcrm_464730000003210085","ES0022000006172731TR1P"
"zcrm_464730000003210136",""
"zcrm_464730000003213015","ES0022000007396725HG"
"zcrm_464730000003213066",""
"zcrm_464730000003213114",""
"zcrm_464730000003213153",""
"zcrm_464730000003217080","ES0021000013930831AL"
"zcrm_464730000003217137","ES0031408465465001GR0F"
"zcrm_464730000003217172",""
"zcrm_464730000003218023","ES0413000025090002RW"
"zcrm_464730000003219201","VARIOS"
"zcrm_464730000003219475","ES0022000008714284XP1P"
"zcrm_464730000003219634","ES0031405438058044SZ0F"
"zcrm_464730000003219674",""
"zcrm_464730000003219710",""
"zcrm_464730000003219749","ES0031405524466003VD0F"
"zcrm_464730000003219830",""
"zcrm_464730000003219905","ES0031405997705002XROF"
"zcrm_464730000003221015",""
"zcrm_464730000003221051",""
"zcrm_464730000003221095",""
"zcrm_464730000003221135",""
"zcrm_464730000003221177",""
"zcrm_464730000003221391","ES0021000005549119CK"
"zcrm_464730000003223043","Es0031408173792001xy0f"
"zcrm_464730000003229099","ES0031101435522001BN0F"
"zcrm_464730000003229137",""
"zcrm_464730000003229175",""
"zcrm_464730000003229219",""
"zcrm_464730000003229249",""
"zcrm_464730000003229327",""
"zcrm_464730000003229386","ES0021000005748024CE1F"
"zcrm_464730000003229434",""
"zcrm_464730000003229462",""
"zcrm_464730000003229540",""
"zcrm_464730000003229582",""
"zcrm_464730000003229655",""
"zcrm_464730000003230184",""
"zcrm_464730000003234016",""
"zcrm_464730000003234072",""
"zcrm_464730000003234191",""
"zcrm_464730000003235017","ES0021000005456761FP"
"zcrm_464730000003235053","ES0031104613333001SG0F"
"zcrm_464730000003235093","ES0022000006619630HX1P"
"zcrm_464730000003235141",""
"zcrm_464730000003235231","ES0031408009253001ZQ0F"
"zcrm_464730000003235276",""
"zcrm_464730000003235422",""
"zcrm_464730000003235458","ES0022000005428352LV1P"
"zcrm_464730000003235484",""
"zcrm_464730000003235550",""
"zcrm_464730000003235645",""
"zcrm_464730000003235712",""
"zcrm_464730000003235781",""
"zcrm_464730000003235811",""
"zcrm_464730000003235855","ES0031500590573001QF0F"
"zcrm_464730000003236003",""
"zcrm_464730000003237009",""
"zcrm_464730000003241009","ES0027700216080004WV0F"
"zcrm_464730000003241036","ES00277000009769855ZG"
"zcrm_464730000003241099","ES0031408018032003WX0F"
"zcrm_464730000003241137",""
"zcrm_464730000003241184",""
"zcrm_464730000003241226","ES0132000000070027FY0F"
"zcrm_464730000003243055","ES0031601193778006ZL"
"zcrm_464730000003243123","ES0031607334727005CD0F"
"zcrm_464730000003243175","ES0022000005247046WC1P"
"zcrm_464730000003243205","es0031104432307001bnof"
"zcrm_464730000003243265","ES0021000015648722HW0F"
"zcrm_464730000003244017","ES0021000004250090YD"
"zcrm_464730000003244061","ES0031103620146010NW"
"zcrm_464730000003246015","ES0031101813108001SAOF"
"zcrm_464730000003246043","ES0021000012350150YK"
"zcrm_464730000003246090","ES0031405695849012GJ"
"zcrm_464730000003246128","ES0021000005635085DJ0F"
"zcrm_464730000003246229","es0031102226303024saof"
"zcrm_464730000003247023","ES0031103135197001QJ0F"
"zcrm_464730000003247061","es0022000007788687vt1p"
"zcrm_464730000003249028",""
"zcrm_464730000003249065","es0031408242051001xcof"
"zcrm_464730000003249114","Es0031408114237025abof"
"zcrm_464730000003249124","ES0031408128029002KS0F"
"zcrm_464730000003249134","ES0031408257694012PH0F"
"zcrm_464730000003249154",""
"zcrm_464730000003254131",""
"zcrm_464730000003254171","ES0021000010352309SY0P"
"zcrm_464730000003254219",""
"zcrm_464730000003254251",""
"zcrm_464730000003260073","ES0031103109686003VV0F"
"zcrm_464730000003260123","ES0031500254065001QQ0F"
"zcrm_464730000003260161",""
"zcrm_464730000003260209","ES0021000012358209NF"
"zcrm_464730000003260368",""
"zcrm_464730000003260419",""
"zcrm_464730000003263230",""
"zcrm_464730000003263282",""
"zcrm_464730000003266029",""
"zcrm_464730000003266079",""
"zcrm_464730000003266205",""
"zcrm_464730000003266438",""
"zcrm_464730000003266513",""
"zcrm_464730000003266574","ES0022000007621714WF1P"
"zcrm_464730000003266616",""
"zcrm_464730000003271003",""
"zcrm_464730000003273024",""
"zcrm_464730000003273068",""
"zcrm_464730000003279038","ES0031500269613001TQ0F"
"zcrm_464730000003279070",""
"zcrm_464730000003279125","ES0021000011125060XA"
"zcrm_464730000003279177","ES0021000004640031DP"
"zcrm_464730000003279251",""
"zcrm_464730000003290039",""
"zcrm_464730000003290071","ES0021000009962050KB"
"zcrm_464730000003290105",""
"zcrm_464730000003292019","ES0031406166171001SQ"
"zcrm_464730000003294035",""
"zcrm_464730000003294077",""
"zcrm_464730000003294097",""
"zcrm_464730000003294157",""
"zcrm_464730000003294237","3 suministros"
"zcrm_464730000003294287",""
"zcrm_464730000003294432",""
"zcrm_464730000003295018","2"
"zcrm_464730000003295042","ES0027700010846001AM0F"
"zcrm_464730000003295090",""
"zcrm_464730000003295140",""
"zcrm_464730000003295269","es0021000008786414nc1f"
"zcrm_464730000003295307","es0021000001423497tr"
"zcrm_464730000003301005",""
"zcrm_464730000003301029","ES0031103449909001XT0F"
"zcrm_464730000003301101","ES0031500022145001ZX0F"
"zcrm_464730000003301194","es0021000008418354da1p"
"zcrm_464730000003305017","ES0031601193778006ZL"
"zcrm_464730000003306013","ES0031405225651002RL0F"
"zcrm_464730000003306041","ES0031408436272001KG0F"
"zcrm_464730000003310013","ES0031102791176001XHOF"
"zcrm_464730000003310065","Es0031103622807006vj"
"zcrm_464730000003310121","ES0031101436203003LF0F"
"zcrm_464730000003310147","ES0031101464685007RF"
"zcrm_464730000003310185","ES0021000011714152TL"
"zcrm_464730000003310217","Es0031103123193022cx0f"
"zcrm_464730000003310241","Es0031103123193014cw0f"
"zcrm_464730000003310251","ES0031103584779006GY0F"
"zcrm_464730000003310311","ES0031104316217001QM0F"
"zcrm_464730000003311037","ES0031500585302009ZV0F"
"zcrm_464730000003312007",""
"zcrm_464730000003312049",""
"zcrm_464730000003312091","ES0021000005499021GV"
"zcrm_464730000003312151",""
"zcrm_464730000003316085","ES0031405769754001AE0F"
"zcrm_464730000003316111",""
"zcrm_464730000003316143",""
"zcrm_464730000003316405","35 suministros"
"zcrm_464730000003316421","ES0021000010931736EV"
"zcrm_464730000003316445","ES0021000001021419KD"
"zcrm_464730000003321003","ES0027700575825005PV"
"zcrm_464730000003321259",""
"zcrm_464730000003321304",""
"zcrm_464730000003329024","Varios"
"zcrm_464730000003332059",""
"zcrm_464730000003332122",""
"zcrm_464730000003332198","ES0021000008324225LQ"
"zcrm_464730000003339013",""
"zcrm_464730000003342175","VARIOS"
"zcrm_464730000003347140","ES0033770078704001PF"
"zcrm_464730000003354029","ES0031607270323040YT"
"zcrm_464730000003354041","ES0031607235182002RH0F"
"zcrm_464730000003354051","ES0031607541970001JX"
"zcrm_464730000003355028","ES0022000009038325TW1P"
"zcrm_464730000003355070",""
"zcrm_464730000003355362","ES0031102702986001SE"
"zcrm_464730000003355422",""
"zcrm_464730000003355463","ES0022000008081021PG1P"
"zcrm_464730000003355509","ES0031101410943001PP0F"
"zcrm_464730000003355597","ES0021000004310127VQ"
"zcrm_464730000003356310",""
"zcrm_464730000003356342",""
"zcrm_464730000003356370",""
"zcrm_464730000003366011","ES0021000002316492RB"
"zcrm_464730000003368016","ES0021000001065991GF"
"zcrm_464730000003368268","ES0031103199177002CV0F"
"zcrm_464730000003368491","ES0031102692219001GN0F"
"zcrm_464730000003375131","ES0031405940214001HF"
"zcrm_464730000003376118","es0022000005048853xh1p"
"zcrm_464730000003376132",""
"zcrm_464730000003378067","ES0031405442440001AB0F"
"zcrm_464730000003378075","ES0031405464940001MPOF"
"zcrm_464730000003378187","ES0022000007988424FM"
"zcrm_464730000003380019","ES0027700233935001XE0F"
"zcrm_464730000003380045","ES0022000007185642VS1P"
"zcrm_464730000003380086","ES0031104660571001XY0F"
"zcrm_464730000003381103",""
"zcrm_464730000003382059","ES0031101316792001azof"
"zcrm_464730000003389009",""
"zcrm_464730000003389046",""
"zcrm_464730000003391167","ES0022000009038326TA1P"
"zcrm_464730000003393007","ES0021000017226126ZC"
"zcrm_464730000003394069",""
"zcrm_464730000003394093",""
"zcrm_464730000003396117","ES0021000006007432YJ"
"zcrm_464730000003396127","ES0021000006420149XH"
"zcrm_464730000003396250","ES0031104461136001SF0F"
"zcrm_464730000003396407",""
"zcrm_464730000003396435","ES0021000000978530LS"
"zcrm_464730000003396463",""
"zcrm_464730000003398102","ES0022000007406378TC1P"
"zcrm_464730000003398120",""
"zcrm_464730000003398136",""
"zcrm_464730000003411040",""
"zcrm_464730000003412001","ES0022000008448754BJ"
"zcrm_464730000003412011","ES0022000007650220EQ"
"zcrm_464730000003416071","ES0021000004915371CS1P"
"zcrm_464730000003416114","ES 0021 0000 0784 0940 YF"
"zcrm_464730000003416172","ES0021000001225073CK"
"zcrm_464730000003424005",""
"zcrm_464730000003431059","ES0022000005040684TZ1P"
"zcrm_464730000003435098","ES0021000010938630TB"
"zcrm_464730000003439014","ES0031406107273017FH"
"zcrm_464730000003444179","ES0022000005440755FT1P"
"zcrm_464730000003444283",""
"zcrm_464730000003444388",""
"zcrm_464730000003449127","ES0021000004837776GE1F"
"zcrm_464730000003449188","ES0021000001014693GE"
"zcrm_464730000003449221","ES0021000001018740LK"
"zcrm_464730000003449281","ES0031102201444002GW0F"
"zcrm_464730000003449376","ES0031104028289001PN0F"
"zcrm_464730000003449420","ES0021000000128379VJ0P"
"zcrm_464730000003449474",""
"zcrm_464730000003451135",""
"zcrm_464730000003451241",""
"zcrm_464730000003451365","ES0031104614785001XZ0F"
"zcrm_464730000003461124","ES0031104377383023XB"
"zcrm_464730000003464005",""
"zcrm_464730000003464037","ES0031500274215001XSOF"
"zcrm_464730000003470009","ES0031101674436001VV"
"zcrm_464730000003470053","ES0031405430255001WC0F"
"zcrm_464730000003474011",""
"zcrm_464730000003474043",""
"zcrm_464730000003474103","ES0031405031688001FC0F"
"zcrm_464730000003475044","ES 0021 0000 0777 2618 WH"
"zcrm_464730000003475082","ES0022000007317609MP"
"zcrm_464730000003479046","ES0031408365619001PZOF"
"zcrm_464730000003480020","ES0031105082648001JG"
"zcrm_464730000003483053","ES0031101558439001VK0F"
"zcrm_464730000003486003",""
"zcrm_464730000003486031",""
"zcrm_464730000003486071","ES0031405783666001LN0F"
"zcrm_464730000003486105","ES0031300154228002YQ0F"
"zcrm_464730000003486141",""
"zcrm_464730000003486222",""
"zcrm_464730000003491017","ES0031405684878001RW0F"
"zcrm_464730000003498017",""
"zcrm_464730000003498071","ES0031102285925005ZG0F"
"zcrm_464730000003503463",""
"zcrm_464730000003503506","ES0031102800523001SW0F"
"zcrm_464730000003503558",""
"zcrm_464730000003503636","ES0021000010086530YE"
"zcrm_464730000003510064","ES0021000012978330HW"
"zcrm_464730000003510088","Es0021000013390633gf1p"
"zcrm_464730000003510104","ES002100006789419NT1P"
"zcrm_464730000003510255","Nuevo suministro"
"zcrm_464730000003510358","ES0031104822792006DX0F"
"zcrm_464730000003510370","ES0031104822792001DM0F"
"zcrm_464730000003511084","ES0031300628337001JX0F"
"zcrm_464730000003511394",""
"zcrm_464730000003511418",""
"zcrm_464730000003511470",""
"zcrm_464730000003511518","ES0031102896519001JM"
"zcrm_464730000003511568",""
"zcrm_464730000003511618","ES0031406288378001HN0F"
"zcrm_464730000003511658",""
"zcrm_464730000003511686","ES0031446416966004RR0F"
"zcrm_464730000003511730",""
"zcrm_464730000003511766",""
"zcrm_464730000003520075",""
"zcrm_464730000003521019","ES002200005731811BZ1P"
"zcrm_464730000003532141","ES0021000012677912CX"
"zcrm_464730000003532167",""
"zcrm_464730000003532195",""
"zcrm_464730000003532233",""
"zcrm_464730000003535044",""
"zcrm_464730000003535114","ES0021000013492511VH"
"zcrm_464730000003535190","ES0031405430264004AF0F"
"zcrm_464730000003538028","ES0022000008048580TQ1P"
"zcrm_464730000003542112",""
"zcrm_464730000003542171",""
"zcrm_464730000003542223","ES0031405741906001XP0F"
"zcrm_464730000003544011","ES0021000017946619ZS0F"
"zcrm_464730000003544279",""
"zcrm_464730000003544311",""
"zcrm_464730000003548005",""
"zcrm_464730000003548015",""
"zcrm_464730000003548035","ES0031300536892002SK0F"
"zcrm_464730000003548045","ES00313300718714066QR0F"
"zcrm_464730000003549338",""
"zcrm_464730000003549368",""
"zcrm_464730000003549406","10-Varios"
"zcrm_464730000003553054","ES0021000013963885LF"
"zcrm_464730000003553074","ES0021000010898767SF"
"zcrm_464730000003555121",""
"zcrm_464730000003555176",""
"zcrm_464730000003558023",""
"zcrm_464730000003558057",""
"zcrm_464730000003558119",""
"zcrm_464730000003559236",""
"zcrm_464730000003559262",""
"zcrm_464730000003559290","ES0031300638944001ZP0F"
"zcrm_464730000003559343",""
"zcrm_464730000003560038","ES0021000015847283AG"
"zcrm_464730000003560058","Varios"
"zcrm_464730000003563001","ES0021000006803170BC"
"zcrm_464730000003563011","ES0021000006801114ZB"
"zcrm_464730000003563023","ES0031405667030105WZ0F"
"zcrm_464730000003564013","ES0031300503426022ef0f"
"zcrm_464730000003564035","ES002100001167399WH0P"
"zcrm_464730000003570164","ES0022000009036416DW1P"
"zcrm_464730000003571005","ES0031405776148012AXOF"
"zcrm_464730000003571015","ES0031408132942012YHOF"
"zcrm_464730000003571025","ES0031408132942014YCOF"
"zcrm_464730000003571035","ES0021000008694338BJ"
"zcrm_464730000003571045","ES0022000008414202GF1P"
"zcrm_464730000003573001","ES0021000015655574VT"
"zcrm_464730000003573019","ES0021000012315768FR"
"zcrm_464730000003573033","ES0021000015655574VT"
"zcrm_464730000003578045",""
"zcrm_464730000003578085","ES0031102852157003XQ0F"
"zcrm_464730000003578141","ES0021000000996567KC0F"
"zcrm_464730000003578221","ES0021000000350118KD1F"
"zcrm_464730000003578424",""
"zcrm_464730000003578502",""
"zcrm_464730000003578541",""
"zcrm_464730000003578594",""
"zcrm_464730000003581007","Es0031104260940001fd0f"
"zcrm_464730000003581017","ES0031103562059001GE"
"zcrm_464730000003581027","ES0031104500066001PTOF"
"zcrm_464730000003583041","ES0031408132942014YCOF"
"zcrm_464730000003587346",""
"zcrm_464730000003587356","ES0021000004975672CX"
"zcrm_464730000003590028","ES0031405288559002HY0F"
"zcrm_464730000003590038","ES0031405288559004HP0F"
"zcrm_464730000003590048","ES0031405288559003HF0F"
"zcrm_464730000003597081",""
"zcrm_464730000003599003",""
"zcrm_464730000003601025","ES0027700021416001MX0F"
"zcrm_464730000003608073","ES0031607224089001FD0F"
"zcrm_464730000003608119","ES0021000001801752TK"
"zcrm_464730000003608207","ES0034113000056033AQ0F"
"zcrm_464730000003608277","ES0021000009265297HC"
"zcrm_464730000003608307","ES0031102858090001EA"
"zcrm_464730000003608337",""
"zcrm_464730000003608367",""
"zcrm_464730000003608477","ES0021000004467158ZA"
"zcrm_464730000003608537","ES0021000016569283EB"
"zcrm_464730000003619140",""
"zcrm_464730000003619183",""
"zcrm_464730000003619250",""
"zcrm_464730000003619284",""
"zcrm_464730000003619360",""
"zcrm_464730000003619512","ES0031408343145020BT0F"
"zcrm_464730000003619534","ES0031408343146010PR0F"
"zcrm_464730000003619544","ES0031408343183018FW0F"
"zcrm_464730000003620005","ES0031408343145001XG0F"
"zcrm_464730000003621011","ES0021000006218657JY"
"zcrm_464730000003625001",""
"zcrm_464730000003625019",""
"zcrm_464730000003625033",""
"zcrm_464730000003628017","ES0021000015607360JV"
"zcrm_464730000003628037","ES0031104057053012sQ0F"
"zcrm_464730000003628063","ES0022000007803231MP1P"
"zcrm_464730000003628073","ES0031104057053007SB0F"
"zcrm_464730000003628105","ES0031105081547001YZ0F"
"zcrm_464730000003628115","Es0031105081549001rj0f"
"zcrm_464730000003636001","ES0031104630848001YK0F"
"zcrm_464730000003636011","ES0031104660571001XY0F"
"zcrm_464730000003637220",""
"zcrm_464730000003637478",""
"zcrm_464730000003637510","ES0022000007626098YQ1P"
"zcrm_464730000003637542",""
"zcrm_464730000003637570",""
"zcrm_464730000003639031",""
"zcrm_464730000003645013","ES0031406331798002GS0F"
"zcrm_464730000003652003","ES0031104793360001PR"
"zcrm_464730000003652019","ES0031104403946002TZ0F"
"zcrm_464730000003652041","ES0021000003480269TK"
"zcrm_464730000003652069","ES0031101691525001WV"
"zcrm_464730000003652089","ES0021000006774750HM"
"zcrm_464730000003652133","ES0021000004407008CK"
"zcrm_464730000003655853","ES0021000017627356WS"
"zcrm_464730000003658041","ES0021000010770505GQ"
"zcrm_464730000003658063","ES0021000015625433VN"
"zcrm_464730000003658092","ES0021000013739734WZ"
"zcrm_464730000003658102","ES0021000013739845FX"
"zcrm_464730000003658112","ES0021000013739859PR"
"zcrm_464730000003658160","ES0031101434484001FW0F"
"zcrm_464730000003658208","ES0031405820195001VK0F"
"zcrm_464730000003658218","ES0031405820173001GD0F"
"zcrm_464730000003658242","ES0021000002616634XJ"
"zcrm_464730000003665149",""
"zcrm_464730000003665192",""
"zcrm_464730000003666124",""
"zcrm_464730000003666154",""
"zcrm_464730000003666180",""
"zcrm_464730000003666214",""
"zcrm_464730000003668019","ES0031406178617001WA0F"
"zcrm_464730000003668041","ES0021000007900311BS"
"zcrm_464730000003668057",""
"zcrm_464730000003668089","ES0031406191834016EE"
"zcrm_464730000003669005","ES0021000006197460BS"
"zcrm_464730000003669015","ES0031102301051001GG0F"
"zcrm_464730000003669025","ES0022000006494432AR1P"
"zcrm_464730000003669035","ES0031405997106001WNOF"
"zcrm_464730000003669045","ES0031408226057002RZ0F"
"zcrm_464730000003669055","ES0022000008689966BR"
"zcrm_464730000003669065","ES0031104671505001ZJ0F"
"zcrm_464730000003669075","ES0021000011289676ZP"
"zcrm_464730000003669085","ES0031101305629082MF0F"
"zcrm_464730000003669103","Es0031300048327003px"
"zcrm_464730000003669119","ES0021000008148357DYOF"
"zcrm_464730000003669208","ES0031446437245010ZE0F"
"zcrm_464730000003669235","ES0031448040101003AE0F"
"zcrm_464730000003669290","ES0031446414755001XB0F"
"zcrm_464730000003669432","ES0031408054418026VX0F"
"zcrm_464730000003669654","ES0031300154228001YS0F"
"zcrm_464730000003672023","ES0022000007669815TS1P"
"zcrm_464730000003672035","ES0022000007374257FF1P"
"zcrm_464730000003672045","ES0022000008633796YC1P"
"zcrm_464730000003672055","ES0022000008388613HV1P"
"zcrm_464730000003672065","ES0022000007152584YP"
"zcrm_464730000003672114","ES0031500668668001FW0F"
"zcrm_464730000003672134","ES0031101694614001XW"
"zcrm_464730000003672154","ES0021000012883462XD"
"zcrm_464730000003672164","ES0021000010642705ZG"
"zcrm_464730000003672180","ES0031446390665012QS0F"
"zcrm_464730000003672190","ES0031446390665005QP0F"
"zcrm_464730000003672200","ES0031446390665007QX0F"
"zcrm_464730000003672210","ES0031446390665008QB0F"
